rows,oid,ogroup_id,oplan_title,oprice,oabsence,osertification,omark,omin,omax,otime,obranch,group,grade,course,price,title
300,328,15,شرح ادعیه مشهوره,150000,4,yes,14,10,30,NULL,9,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,15000,شرح ادعیه مشهوره
381,409,15,شرح نامه ها و حکمتهای نهج البلاغه,350000,40,yes,14,0,100,200,9,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,35000,شرح نامه ها و حکمتهای نهج البلاغه
41,66,27,شرح نهج البلاغه,150000,4,yes,14,25,70,40,2,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,15000,شرح نهج البلاغه
40,65,27,صحیفه سجادیه,150000,4,yes,14,25,70,40,2,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,15000,صحیفه سجادیه
174,202,15,صحیفه سجادیه,200000,4,yes,14,15,100,NULL,9,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,20000,صحیفه سجادیه
201,229,23,فراگیری حدیث چهار,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,فراگیری حدیث چهار
206,234,23,معرفت حدیث چهار,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,معرفت حدیث چهار
203,231,23,معرفت حدیث دو,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,معرفت حدیث دو
204,232,23,معرفت حدیث سه,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,معرفت حدیث سه
205,233,23,معرفت حدیث سه,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,معرفت حدیث سه
202,230,23,معرفت حدیث یک,0,5,yes,14,15,30,NULL,10,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,0,معرفت حدیث یک
173,201,15,نهج البلاغه,350000,4,yes,14,15,100,200,9,معارف قرآن و حدیث,جوان,علوم حدیث و حدیث خوانی,35000,نهج البلاغه
319,347,1,ترجمه و مفاهیم اساتید,0,1,yes,15,10,30,48,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم اساتید
260,288,6,ترجمه و مفاهیم صحفه سجادیه,0,0,yes,14,1,9999,15,3,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم صحیفه سجادیه
163,191,1,ترجمه و مفاهیم قرآن سه جلدی,350000,8,yes,15,15,24,55,1,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن
164,192,1,ترجمه و مفاهیم قرآن صاعد دوجلدی,350000,6,yes,15,0,0,42,1,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن صاعد
23,48,27,ترجمه و مفاهیم قرآن,350000,10,yes,16,15,35,70,2,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن کریم
51,76,6,ترجمه و مفاهیم قرآن کریم,0,0,yes,15,1,1000,45,3,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم قرآن کریم
24,49,27,ترجمه و مفاهیم نهج البلاغه,350000,10,yes,15,10,35,63,2,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم نهج البلاغه
150,177,6,ترجمه و مفاهیم نهج البلاغه,0,10,yes,15,10,999,60,3,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم نهج البلاغه
402,430,1,ترجمه و مفاهیم نهج البلاغه,200000,4,yes,15,20,100,32,1,معارف قرآن و حدیث,نوجوان,علوم قرآن و تفسیر,20000,ترجمه و مفاهیم نهج البلاغه
260,288,6,ترجمه و مفاهیم صحفه سجادیه,0,0,yes,14,1,9999,15,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم صحیفه سجادیه
163,191,1,ترجمه و مفاهیم قرآن سه جلدی,350000,8,yes,15,15,24,55,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن
164,192,1,ترجمه و مفاهیم قرآن صاعد دوجلدی,350000,6,yes,15,0,0,42,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن صاعد
23,48,27,ترجمه و مفاهیم قرآن,350000,10,yes,16,15,35,70,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم قرآن کریم
51,76,6,ترجمه و مفاهیم قرآن کریم,0,0,yes,15,1,1000,45,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم قرآن کریم
24,49,27,ترجمه و مفاهیم نهج البلاغه,350000,10,yes,15,10,35,63,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,ترجمه و مفاهیم نهج البلاغه
150,177,6,ترجمه و مفاهیم نهج البلاغه,0,10,yes,15,10,999,60,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,ترجمه و مفاهیم نهج البلاغه
402,430,1,ترجمه و مفاهیم نهج البلاغه,200000,4,yes,15,20,100,32,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,20000,ترجمه و مفاهیم نهج البلاغه
266,294,8,ترجمه وتفسیر,350000,6,yes,14,10,50,NULL,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,ترجمه وتفسیر
213,241,20,تفسیر آسان,100000,24,yes,14,20,50,NULL,10,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,10000,تفسیر آسان
71,96,27,تفسیر ترتیبی,300000,6,yes,16,20,100,90,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,30000,تفسیر ترتیبی
172,200,8,تفسیر ترتیبی,350000,25,yes,14,15,150,125,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر ترتیبی
372,400,8,تفسیر ترتیبی پنج جزء اول,350000,25,yes,14,0,100,125,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر ترتیبی پنج جزء اول
365,393,8,تفسیر ترتیبی پنج جزء چهارم,350000,25,yes,14,1,150,125,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر ترتیبی پنج جزء چهارم
360,388,8,تفسیر ترتیبی پنج جزء دوم,350000,25,yes,14,0,200,125,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر ترتیبی پنج جزء دوم
363,391,8,تفسیر ترتیبی پنج جزء سوم,350000,25,yes,14,0,100,125,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر ترتیبی پنج جزء سوم
168,196,8,تفسیر تنزیلی عفاف وحجاب,300000,6,yes,14,15,110,NULL,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,30000,تفسیر تنزیلی عفاف وحجاب
39,64,27,تفسیر دو روز در هفته,150000,4,yes,14,25,70,NULL,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,15000,تفسیر دو روز در هفته
181,209,8,تفسیر سور منتخب,350000,6,yes,14,15,75,NULL,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر سور منتخب
391,419,8,تفسیر سوره یس,200000,3,yes,14,1,100,12,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,20000,تفسیر سوره یس
384,412,3,تفسیر منتخب,0,3,yes,12,5,20,100,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,تفسیر منتخب
34,59,27,تفسیر موضوعی,250000,2,yes,14,25,70,NULL,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,25000,تفسیر موضوعی
52,77,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء اول,0,0,yes,14,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء اول
75,100,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء پنجم,0,0,yes,12,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء پنجم
74,99,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء چهارم,0,0,yes,12,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء چهارم
72,97,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء دوم,0,0,yes,12,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء دوم
73,98,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء سوم,0,0,yes,12,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء سوم
76,101,6,سیر مطالعاتی تفسیر قرآن کریم پنج جزء ششم,0,0,yes,12,1,1000,75,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,سیر مطالعاتی تفسیر قرآن کریم پنج جزء ششم
371,399,8,شرح آیات قیامت,200000,3,yes,14,10,100,15,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,20000,شرح آیات قیامت
311,339,27,مصحف پنج جزء ششم,200000,4,yes,15,10,30,60,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,20000,مصحف پنج جزء ششم
218,246,30,علوم قرآن,0,0,no,15,10,30,NULL,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,علوم قرآن
383,411,3,علوم قرآن,0,3,yes,12,5,20,100,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,علوم قرآن
60,85,27,قرآن صاعد,300000,7,yes,16,15,50,42,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,30000,قرآن صاعد
132,157,6,قرآن صاعد,0,0,yes,15,10,999,30,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,قرآن صاعد
261,289,1,قصص قرآنی,250000,7,yes,14,10,30,30,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,25000,قصص قرآنی
267,295,8,گلبرگهای قرآنی,200000,4,yes,14,10,25,NULL,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,20000,گلبرگهای قرآنی
25,50,27,مصحف پانزده جزء اول,350000,4,yes,15,10,35,216,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پانزده جزء اول
233,261,27,مصحف پانزده جزء دوم,350000,4,yes,15,10,35,216,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پانزده جزء دوم
403,431,1,مصحف پانزده جزء دوم,0,2,yes,15,10,60,150,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پانزده جزء دوم
207,235,6,مصحف پنج جزء اول,0,10,yes,15,10,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء اول
306,334,27,مصحف پنج جزء اول,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء اول
211,239,6,مصحف پنج جزء پنجم,0,10,yes,15,1,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء پنجم
310,338,27,مصحف پنج جزء پنجم,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء پنجم
210,238,6,مصحف پنج جزء چهارم,0,10,yes,15,1,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء چهارم
309,337,27,مصحف پنج جزء چهارم,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء چهارم
208,236,6,مصحف پنج جزء دوم,0,10,yes,15,1,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء دوم
307,335,27,مصحف پنج جزء دوم,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء دوم
209,237,6,مصحف پنج جزء سوم,0,10,yes,15,1,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء سوم
308,336,27,مصحف پنج جزء سوم,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء سوم
212,240,6,مصحف پنج جزء ششم,0,10,yes,15,1,999,50,3,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,0,مصحف پنج جزء ششم
312,340,27,مصحف پنج جزء ششم,350000,4,yes,15,10,35,72,2,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف پنج جزء ششم
165,193,1,مصحف و قرآن صاعد پانزده جزء اول,350000,2,yes,15,15,20,360,1,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,مصحف و قرآن صاعد پانزده جزء اول
542,440,8,تفسیر سوره یس از آیه چهل و یک تا هشتاد و سه,350000,5,yes,14,14,100,24,9,معارف قرآن و حدیث,جوان,علوم قرآن و تفسیر,35000,تفسیر سوره یس از آیه چهل و یک تا هشتاد و سه
385,413,3,ادبیات عرب,0,3,yes,12,5,20,NULL,1,علوم و فنون قرائت,جوان,عمومی,0,ادبیات عرب
400,428,34,تست طرح با گواهی نامه,0,1,yes,10,1,10,NULL,11,علوم و فنون قرائت,جوان,عمومی,0,تست طرح با گواهی نامه
401,429,34,تست طرح بدون گواهی نامه,0,1,no,10,1,10,NULL,11,علوم و فنون قرائت,جوان,عمومی,0,تست طرح بدون گواهی نامه
54,79,6,سیر مطالعاتی اندیشه های مقام معظم رهبری,0,0,yes,16,1,1000,60,3,معارف قرآن و حدیث,جوان,عمومی,0,سیر مطالعاتی اندیشه های مقام معظم رهبری
53,78,6,سیر مطالعاتی آثار شهید مطهری مرحله اول,0,0,yes,14,1,1000,100,3,معارف قرآن و حدیث,جوان,عمومی,0,سیر مطالعاتی آثار شهید مطهری مرحله اول
77,102,6,سیر مطالعاتی آثار شهید مطهری مرحله دوم,0,0,yes,14,1,1000,100,3,معارف قرآن و حدیث,جوان,عمومی,0,سیر مطالعاتی آثار شهید مطهری مرحله دوم
317,345,30,صرف و نحو مقدماتی,300000,6,yes,15,10,40,90,2,علوم و فنون قرائت,جوان,عمومی,30000,صرف و نحو مقدماتی
392,420,10,کارگاه هنری,200000,3,yes,14,1,100,12,9,معارف قرآن و حدیث,جوان,عمومی,20000,کارگاه هنری
198,226,19,هنر خطابه,100000,3,yes,14,20,50,NULL,10,معارف قرآن و حدیث,جوان,عمومی,10000,هنر خطابه
552,444,13,شیوه زندگی و بندگی,200000,3,yes,14,14,100,12,9,معارف قرآن و حدیث,جوان,عمومی,20000,شیوه زندگی و بندگی
553,446,10,هنرهای تبلیغی,200000,3,yes,14,14,30,12,9,معارف قرآن و حدیث,جوان,عمومی,20000,هنرهای تبلیغی
554,447,10,مهارت های اجرایی انتقال مفاهیم دینی به کودک,200000,3,yes,1,14,30,12,9,معارف قرآن و حدیث,جوان,عمومی,20000,مهارت های اجرایی انتقال مفاهیم دینی به کودک
555,448,10,دوستی ها و ارتباطات نوجوانی,200000,3,yes,14,14,30,12,9,معارف قرآن و حدیث,جوان,عمومی,20000,دوستی ها و ارتباطات نوجوانی
228,256,30,آموزش قرائت گرایش تحقیق,0,0,no,17,10,25,NULL,2,علوم و فنون قرائت,جوان,قرائت,0,آموزش قرائت گرایش تحقیق
8,32,28,روخوانی و روانخوانی شصت جلسه ای,350000,12,yes,16,15,35,NULL,2,علوم و فنون قرائت,جوان,قرائت,35000,روخوانی و روانخوانی
361,389,2,صوت و لحن آزمایشی,350000,5,no,18,10,15,35,1,علوم و فنون قرائت,نوجوان,قرائت,35000,صوت و لحن آزمایشی
356,384,2,صوت و لحن تخصصی,200000,3,no,16,10,15,20,1,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن تخصصی
65,90,28,صوت و لحن تکمیلی,200000,4,yes,16,15,50,NULL,2,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن تکمیلی
355,383,2,صوت و لحن تکمیلی دو,200000,3,no,16,10,15,20,1,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن تکمیلی دو
259,287,2,صوت و لحن تکمیلی یک,200000,3,no,16,10,15,25,1,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن تکمیلی یک
7,31,28,صوت و لحن مقدماتی,200000,4,yes,16,12,50,NULL,2,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن مقدماتی
156,184,2,صوت و لحن مقدماتی,200000,4,no,16,15,20,25,1,علوم و فنون قرائت,نوجوان,قرائت,20000,صوت و لحن مقدماتی
95,120,3,مبین جزء بیست و شش الی سی,250000,3,yes,16,6,12,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء بیست و شش الی سی
94,119,3,مبین جزء بیست و یک الی بیست و پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء بیست و یک الی بیست و پنج
93,118,3,مبین جزء شانزده الی بیست,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء شانزده الی بیست
91,116,3,مبین جزء شش الی ده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء شش الی ده
92,117,3,مبین جزء یازده الی پانزده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء یازده الی پانزده
90,115,3,مبین جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,مبین,25000,مبین جزء یک الی پنج
361,389,2,صوت و لحن آزمایشی,350000,5,no,18,10,15,35,1,علوم و فنون قرائت,جوان,قرائت,35000,صوت و لحن آزمایشی
356,384,2,صوت و لحن تخصصی,200000,3,no,16,10,15,20,1,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن تخصصی
65,90,28,صوت و لحن تکمیلی,200000,4,yes,16,15,50,NULL,2,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن تکمیلی
355,383,2,صوت و لحن تکمیلی دو,200000,3,no,16,10,15,20,1,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن تکمیلی دو
259,287,2,صوت و لحن تکمیلی یک,200000,3,no,16,10,15,25,1,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن تکمیلی یک
7,31,28,صوت و لحن مقدماتی,200000,4,yes,16,12,50,NULL,2,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن مقدماتی
156,184,2,صوت و لحن مقدماتی,200000,4,no,16,15,20,25,1,علوم و فنون قرائت,جوان,قرائت,20000,صوت و لحن مقدماتی
95,120,3,مبین جزء بیست و شش الی سی,250000,3,yes,16,6,12,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء بیست و شش الی سی
94,119,3,مبین جزء بیست و یک الی بیست و پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء بیست و یک الی بیست و پنج
93,118,3,مبین جزء شانزده الی بیست,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء شانزده الی بیست
91,116,3,مبین جزء شش الی ده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء شش الی ده
92,117,3,مبین جزء یازده الی پانزده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء یازده الی پانزده
90,115,3,مبین جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,مبین,25000,مبین جزء یک الی پنج
127,152,1,مداحی بزرگسال,350000,4,yes,50,15,20,25,1,معارف قرآن و حدیث,جوان,مداحی,35000,مداحی بزرگسال
187,215,25,مداحی بزرگسال,250000,5,yes,75,15,25,NULL,10,معارف قرآن و حدیث,جوان,مداحی,25000,مداحی بزرگسال
55,80,1,مداحی نوجوان,350000,5,no,50,15,35,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان
188,216,25,مداحی نوجوان,250000,5,yes,75,15,25,NULL,10,معارف قرآن و حدیث,نوجوان,مداحی,25000,مداحی نوجوان
377,405,1,مداحی نوجوان سطح پنج,350000,5,no,16,10,20,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح پنج
376,404,1,مداحی نوجوان سطح چهار,350000,5,no,16,10,20,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح چهار
374,402,1,مداحی نوجوان سطح دو,350000,5,no,16,15,35,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح دو
375,403,1,مداحی نوجوان سطح سه,350000,5,no,16,15,25,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح سه
378,406,1,مداحی نوجوان سطح شش,350000,5,no,16,10,20,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح شش
380,408,1,مداحی نوجوان سطح هشت,350000,5,no,16,10,20,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح هشت
379,407,1,مداحی نوجوان سطح هفت,350000,5,no,16,10,20,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح هفت
373,401,1,مداحی نوجوان سطح یک,350000,5,no,16,15,35,35,1,معارف قرآن و حدیث,نوجوان,مداحی,35000,مداحی نوجوان سطح یک
596,436,13,درسنامه مهدویت سه و چهار,200000,3,yes,14,1,120,12,9,معارف قرآن و حدیث,جوان,مهدویت,20000,درسنامه مهدویت سه و چهار
101,126,3,هدی جزء بیست و شش الی سی,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء بیست و شش الی سی
100,125,3,هدی جزء بیست و یک الی بیست و پنج,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء بیست و یک الی بیست و پنج
99,124,3,هدی جزء شانزده الی بیست,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء شانزده الی بیست
97,122,3,هدی جزء شش الی ده,250000,3,yes,16,10,16,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء شش الی ده
98,123,3,هدی جزء یازده الی پانزده,250000,3,yes,16,10,16,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء یازده الی پانزده
96,121,3,هدی جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,هدی,25000,هدی جزء یک الی پنج
101,126,3,هدی جزء بیست و شش الی سی,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء بیست و شش الی سی
100,125,3,هدی جزء بیست و یک الی بیست و پنج,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء بیست و یک الی بیست و پنج
99,124,3,هدی جزء شانزده الی بیست,250000,3,yes,16,6,16,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء شانزده الی بیست
97,122,3,هدی جزء شش الی ده,250000,3,yes,16,10,16,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء شش الی ده
98,123,3,هدی جزء یازده الی پانزده,250000,3,yes,16,10,16,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء یازده الی پانزده
96,121,3,هدی جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,هدی,25000,هدی جزء یک الی پنج
